Rank,ID,Category,Skills_Total,Skills_Matched,Skills_Missing,Match_Score,Matched_Skills,Missing_Skills,Category_Level,Weighted_Score,TFIDF_Score,Combined_Score
67,13879043,Weak Match,26,9,17,34.6,"['employee relations', 'performance management', 'benefits', 'compensation', 'orientation', 'recruitment', 'payroll', 'compliance', 'conflict resolution']","['talent acquisition', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'microsoft office', 'word', 'hris', 'adp', 'excel', 'workers compensation']",Weak Match (Maybe),34.6,21.3,30.6
68,11698189,Weak Match,13,9,17,34.6,"['employee relations', 'performance management', 'powerpoint', 'payroll', 'word', 'microsoft office', 'adp', 'excel', 'conflict resolution']","['talent acquisition', 'benefits', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'orientation', 'paychex', 'fmla', 'kronos', 'onboarding', 'recruitment', 'hris', 'compliance', 'workers compensation']",Weak Match (Maybe),39.6,46.7,38.2
69,91121135,Weak Match,16,9,17,34.6,"['benefits', 'compensation', 'orientation', 'powerpoint', 'payroll', 'kronos', 'word', 'microsoft office', 'excel']","['employee relations', 'talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'recruitment', 'fmla', 'onboarding', 'hris', 'workers compensation', 'adp', 'compliance', 'conflict resolution']",Weak Match (Maybe),34.6,58.8,41.9
70,11592605,Weak Match,14,9,17,34.6,"['performance management', 'benefits', 'shrm', 'orientation', 'powerpoint', 'word', 'microsoft office', 'excel', 'recruitment']","['employee relations', 'talent acquisition', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'paychex', 'fmla', 'kronos', 'payroll', 'onboarding', 'hris', 'workers compensation', 'adp', 'compliance', 'conflict resolution']",Weak Match (Maybe),44.6,51.5,39.7
71,27096471,Weak Match,22,9,17,34.6,"['employee relations', 'benefits', 'shrm', 'ada', 'compensation', 'employment law', 'fmla', 'payroll', 'compliance']","['talent acquisition', 'performance management', 'phr', 'dental', 'paychex', 'orientation', 'recruitment', 'powerpoint', 'kronos', 'onboarding', 'word', 'microsoft office', 'hris', 'workers compensation', 'adp', 'excel', 'conflict resolution']",Weak Match (Maybe),49.6,42.3,36.9
72,19867922,Weak Match,13,9,17,34.6,"['employee relations', 'benefits', 'orientation', 'payroll', 'onboarding', 'hris', 'microsoft office', 'adp', 'compliance']","['talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'paychex', 'recruitment', 'fmla', 'kronos', 'powerpoint', 'word', 'workers compensation', 'excel', 'conflict resolution']",Weak Match (Maybe),39.6,41.7,36.7
73,82649935,Weak Match,10,9,17,34.6,"['benefits', 'dental', 'compensation', 'payroll', 'word', 'adp', 'compliance', 'excel', 'workers compensation']","['employee relations', 'talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'paychex', 'employment law', 'orientation', 'recruitment', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'microsoft office', 'hris', 'conflict resolution']",Weak Match (Maybe),39.6,55.0,40.7
74,17150707,Weak Match,16,9,17,34.6,"['employee relations', 'benefits', 'compensation', 'fmla', 'payroll', 'hris', 'microsoft office', 'adp', 'compliance']","['talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'orientation', 'recruitment', 'powerpoint', 'kronos', 'onboarding', 'word', 'workers compensation', 'excel', 'conflict resolution']",Weak Match (Maybe),39.6,39.2,36.0
75,24611721,Weak Match,22,9,17,34.6,"['employee relations', 'benefits', 'orientation', 'recruitment', 'payroll', 'word', 'microsoft office', 'excel', 'conflict resolution']","['talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'paychex', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'hris', 'adp', 'compliance', 'workers compensation']",Weak Match (Maybe),34.6,18.1,29.6
76,14886205,Weak Match,14,9,17,34.6,"['talent acquisition', 'employee relations', 'performance management', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'excel']","['benefits', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'orientation', 'paychex', 'fmla', 'kronos', 'recruitment', 'hris', 'workers compensation', 'adp', 'compliance', 'conflict resolution']",Weak Match (Maybe),34.6,58.3,41.7
77,29149998,Weak Match,16,8,18,30.8,"['employee relations', 'benefits', 'shrm', 'phr', 'compensation', 'payroll', 'adp', 'recruitment']","['talent acquisition', 'performance management', 'ada', 'dental', 'paychex', 'employment law', 'orientation', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'microsoft office', 'word', 'workers compensation', 'hris', 'compliance', 'excel', 'conflict resolution']",Weak Match (Maybe),45.8,15.6,26.2
78,11480899,Weak Match,21,8,18,30.8,"['employee relations', 'performance management', 'benefits', 'compensation', 'orientation', 'payroll', 'compliance', 'recruitment']","['talent acquisition', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'microsoft office', 'word', 'workers compensation', 'hris', 'adp', 'excel', 'conflict resolution']",Weak Match (Maybe),30.8,41.4,34.0
79,52252936,Weak Match,14,8,18,30.8,"['employee relations', 'benefits', 'compensation', 'orientation', 'payroll', 'word', 'adp', 'excel']","['talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'recruitment', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'microsoft office', 'hris', 'workers compensation', 'compliance', 'conflict resolution']",Weak Match (Maybe),35.8,46.6,35.5
80,26289308,Weak Match,17,8,18,30.8,"['employee relations', 'performance management', 'benefits', 'compensation', 'orientation', 'payroll', 'compliance', 'recruitment']","['talent acquisition', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'microsoft office', 'word', 'workers compensation', 'hris', 'adp', 'excel', 'conflict resolution']",Weak Match (Maybe),30.8,48.2,36.0
81,10694288,Weak Match,14,8,18,30.8,"['benefits', 'shrm', 'compensation', 'orientation', 'fmla', 'payroll', 'hris', 'workers compensation']","['employee relations', 'talent acquisition', 'performance management', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'recruitment', 'powerpoint', 'kronos', 'onboarding', 'word', 'microsoft office', 'adp', 'compliance', 'excel', 'conflict resolution']",Weak Match (Maybe),40.8,44.5,34.9
82,56151548,Weak Match,19,8,18,30.8,"['benefits', 'compensation', 'orientation', 'recruitment', 'fmla', 'payroll', 'compliance', 'conflict resolution']","['employee relations', 'talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'powerpoint', 'kronos', 'onboarding', 'word', 'microsoft office', 'hris', 'adp', 'excel', 'workers compensation']",Weak Match (Maybe),30.8,46.8,35.6
83,14640322,Weak Match,17,8,18,30.8,"['talent acquisition', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'excel', 'recruitment']","['employee relations', 'performance management', 'benefits', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'powerpoint', 'word', 'hris', 'workers compensation', 'adp', 'compliance', 'conflict resolution']",Weak Match (Maybe),30.8,23.9,28.7
84,15576950,Weak Match,18,8,18,30.8,"['benefits', 'compensation', 'orientation', 'fmla', 'onboarding', 'microsoft office', 'compliance', 'recruitment']","['employee relations', 'talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'powerpoint', 'kronos', 'payroll', 'word', 'hris', 'workers compensation', 'adp', 'excel', 'conflict resolution']",Weak Match (Maybe),30.8,27.2,29.7
85,20925036,Weak Match,23,8,18,30.8,"['talent acquisition', 'benefits', 'powerpoint', 'payroll', 'word', 'microsoft office', 'excel', 'recruitment']","['employee relations', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'orientation', 'paychex', 'fmla', 'kronos', 'onboarding', 'hris', 'workers compensation', 'adp', 'compliance', 'conflict resolution']",Weak Match (Maybe),30.8,28.3,30.0
86,29028935,Weak Match,11,8,18,30.8,"['employee relations', 'benefits', 'compensation', 'payroll', 'hris', 'microsoft office', 'excel', 'recruitment']","['talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'orientation', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'word', 'workers compensation', 'adp', 'compliance', 'conflict resolution']",Weak Match (Maybe),30.8,63.3,40.6
87,13520837,Weak Match,15,8,18,30.8,"['talent acquisition', 'employee relations', 'benefits', 'orientation', 'payroll', 'onboarding', 'hris', 'recruitment']","['performance management', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'paychex', 'fmla', 'kronos', 'powerpoint', 'word', 'microsoft office', 'workers compensation', 'adp', 'compliance', 'excel', 'conflict resolution']",Weak Match (Maybe),30.8,30.7,30.8
88,26780935,Weak Match,11,8,18,30.8,"['paychex', 'compensation', 'orientation', 'payroll', 'kronos', 'hris', 'microsoft office', 'compliance']","['employee relations', 'talent acquisition', 'performance management', 'benefits', 'shrm', 'ada', 'phr', 'dental', 'employment law', 'recruitment', 'fmla', 'powerpoint', 'onboarding', 'word', 'workers compensation', 'adp', 'excel', 'conflict resolution']",Weak Match (Maybe),35.8,33.8,31.7
89,11847784,Weak Match,13,8,18,30.8,"['performance management', 'ada', 'compensation', 'orientation', 'powerpoint', 'word', 'excel', 'recruitment']","['employee relations', 'talent acquisition', 'benefits', 'shrm', 'phr', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'payroll', 'onboarding', 'microsoft office', 'hris', 'workers compensation', 'adp', 'compliance', 'conflict resolution']",Weak Match (Maybe),30.8,47.7,35.9
90,27030979,Weak Match,13,8,18,30.8,"['performance management', 'orientation', 'powerpoint', 'payroll', 'word', 'microsoft office', 'compliance', 'excel']","['employee relations', 'talent acquisition', 'benefits', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'paychex', 'recruitment', 'fmla', 'kronos', 'onboarding', 'hris', 'workers compensation', 'adp', 'conflict resolution']",Weak Match (Maybe),30.8,32.0,31.2
91,77439230,Weak Match,16,8,18,30.8,"['employee relations', 'benefits', 'compensation', 'orientation', 'fmla', 'hris', 'compliance', 'recruitment']","['talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'powerpoint', 'kronos', 'payroll', 'onboarding', 'microsoft office', 'word', 'workers compensation', 'adp', 'excel', 'conflict resolution']",Weak Match (Maybe),30.8,54.7,38.0
92,34046031,Weak Match,19,8,18,30.8,"['benefits', 'compensation', 'orientation', 'payroll', 'microsoft office', 'adp', 'compliance', 'recruitment']","['employee relations', 'talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'word', 'hris', 'workers compensation', 'excel', 'conflict resolution']",Weak Match (Maybe),35.8,29.1,30.3
93,10228751,Weak Match,19,8,18,30.8,"['benefits', 'compensation', 'powerpoint', 'payroll', 'word', 'compliance', 'excel', 'recruitment']","['employee relations', 'talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'orientation', 'fmla', 'kronos', 'onboarding', 'microsoft office', 'hris', 'workers compensation', 'adp', 'conflict resolution']",Weak Match (Maybe),30.8,46.5,35.5
94,72136463,Weak Match,12,8,18,30.8,"['benefits', 'paychex', 'compensation', 'payroll', 'microsoft office', 'adp', 'excel', 'workers compensation']","['employee relations', 'talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'employment law', 'orientation', 'recruitment', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'word', 'hris', 'compliance', 'conflict resolution']",Weak Match (Maybe),35.8,43.0,34.5
95,11378657,Weak Match,16,8,18,30.8,"['benefits', 'dental', 'compensation', 'orientation', 'powerpoint', 'microsoft office', 'excel', 'recruitment']","['employee relations', 'talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'paychex', 'employment law', 'fmla', 'kronos', 'payroll', 'onboarding', 'word', 'hris', 'workers compensation', 'adp', 'compliance', 'conflict resolution']",Weak Match (Maybe),30.8,38.9,33.2
96,97123005,Weak Match,12,8,18,30.8,"['orientation', 'recruitment', 'powerpoint', 'word', 'microsoft office', 'compliance', 'excel', 'conflict resolution']","['employee relations', 'talent acquisition', 'performance management', 'benefits', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'paychex', 'fmla', 'kronos', 'payroll', 'onboarding', 'hris', 'adp', 'workers compensation']",Weak Match (Maybe),30.8,39.5,33.4
97,26341645,Weak Match,17,8,18,30.8,"['powerpoint', 'payroll', 'kronos', 'word', 'hris', 'adp', 'compliance', 'excel']","['employee relations', 'talent acquisition', 'performance management', 'benefits', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'orientation', 'paychex', 'fmla', 'recruitment', 'onboarding', 'microsoft office', 'workers compensation', 'conflict resolution']",Weak Match (Maybe),35.8,13.6,25.6
98,98559931,Weak Match,12,8,18,30.8,"['benefits', 'powerpoint', 'payroll', 'word', 'microsoft office', 'adp', 'compliance', 'excel']","['employee relations', 'talent acquisition', 'performance management', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'orientation', 'paychex', 'fmla', 'kronos', 'onboarding', 'recruitment', 'hris', 'workers compensation', 'conflict resolution']",Weak Match (Maybe),35.8,30.1,30.6
99,86597425,Weak Match,18,8,18,30.8,"['compensation', 'orientation', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'excel']","['employee relations', 'talent acquisition', 'performance management', 'benefits', 'shrm', 'ada', 'phr', 'dental', 'paychex', 'employment law', 'recruitment', 'fmla', 'kronos', 'hris', 'workers compensation', 'adp', 'compliance', 'conflict resolution']",Weak Match (Maybe),30.8,30.9,30.8
100,24402267,Weak Match,12,8,18,30.8,"['employee relations', 'performance management', 'payroll', 'word', 'hris', 'compliance', 'excel', 'recruitment']","['talent acquisition', 'benefits', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'orientation', 'paychex', 'fmla', 'kronos', 'onboarding', 'powerpoint', 'microsoft office', 'workers compensation', 'adp', 'conflict resolution']",Weak Match (Maybe),30.8,29.6,30.4
101,27847081,Weak Match,17,8,18,30.8,"['employee relations', 'performance management', 'powerpoint', 'payroll', 'word', 'compliance', 'excel', 'recruitment']","['talent acquisition', 'benefits', 'shrm', 'ada', 'phr', 'dental', 'compensation', 'employment law', 'orientation', 'paychex', 'fmla', 'kronos', 'onboarding', 'microsoft office', 'hris', 'workers compensation', 'adp', 'conflict resolution']",Weak Match (Maybe),30.8,40.7,33.8
102,87520378,Weak Match,11,8,18,30.8,"['ada', 'powerpoint', 'payroll', 'fmla', 'word', 'microsoft office', 'excel', 'conflict resolution']","['employee relations', 'talent acquisition', 'performance management', 'benefits', 'shrm', 'phr', 'dental', 'compensation', 'employment law', 'orientation', 'paychex', 'recruitment', 'kronos', 'onboarding', 'hris', 'adp', 'compliance', 'workers compensation']",Weak Match (Maybe),30.8,52.9,37.4
103,58879993,Weak Match,11,8,18,30.8,"['ada', 'powerpoint', 'payroll', 'fmla', 'word', 'microsoft office', 'excel', 'conflict resolution']","['employee relations', 'talent acquisition', 'performance management', 'benefits', 'shrm', 'phr', 'dental', 'compensation', 'employment law', 'orientation', 'paychex', 'recruitment', 'kronos', 'onboarding', 'hris', 'adp', 'compliance', 'workers compensation']",Weak Match (Maybe),30.8,24.1,28.8
